trip_id,start_time,end_time,headway_secs,exact_times
4_I12-102_2015I12_1_1_4__10_B__,06:05:00,22:00:00,450,
4_I12-102_2015I12_2_1_4__10_B__,06:05:00,22:00:00,450,
4_I12-102_2015I12_1_1_4__10_B__,22:00:00,23:00:00,600,
4_I12-102_2015I12_2_1_4__10_B__,22:00:00,23:00:00,600,
4_I12-102_2015I12_1_1_4__10_B__,23:00:00,26:00:00,900,
4_I12-102_2015I12_2_1_4__10_B__,23:00:00,26:00:00,900,
4_I13-102_2015I13_1_1_4__10_B__,06:05:00,22:00:00,450,
4_I13-102_2015I13_2_1_4__10_B__,06:05:00,22:00:00,450,
4_I13-102_2015I13_1_1_4__10_B__,22:00:00,23:00:00,600,
4_I13-102_2015I13_2_1_4__10_B__,22:00:00,23:00:00,600,
4_I13-102_2015I13_1_1_4__10_B__,23:00:00,26:00:00,900,
4_I13-102_2015I13_2_1_4__10_B__,23:00:00,26:00:00,900,
4_I14-102_2015I14_1_1_4__10_B__,06:05:00,07:00:00,510,
4_I14-102_2015I14_2_1_4__10_B__,06:05:00,07:00:00,510,
4_I14-102_2015I14_1_1_4__10_B__,07:00:00,09:30:00,300,
4_I14-102_2015I14_2_1_4__10_B__,07:00:00,09:30:00,300,
4_I14-102_2015I14_1_1_4__10_B__,09:30:00,21:30:00,360,
4_I14-102_2015I14_2_1_4__10_B__,09:30:00,21:30:00,360,
4_I14-102_2015I14_1_1_4__10_B__,21:30:00,22:00:00,660,
4_I14-102_2015I14_2_1_4__10_B__,21:30:00,22:00:00,660,
4_I14-102_2015I14_1_1_4__10_B__,22:00:00,23:00:00,600,
4_I14-102_2015I14_2_1_4__10_B__,22:00:00,23:00:00,600,
4_I14-102_2015I14_1_1_4__10_B__,23:00:00,26:00:00,900,
4_I14-102_2015I14_2_1_4__10_B__,23:00:00,26:00:00,900,
4_I15-102_2015I15_1_1_4__10_B__,06:05:00,07:00:00,510,
4_I15-102_2015I15_2_1_4__10_B__,06:05:00,07:00:00,510,
4_I15-102_2015I15_1_1_4__10_B__,07:00:00,09:30:00,300,
4_I15-102_2015I15_2_1_4__10_B__,07:00:00,09:30:00,300,
4_I15-102_2015I15_1_1_4__10_B__,09:30:00,21:30:00,360,
4_I15-102_2015I15_2_1_4__10_B__,09:30:00,21:30:00,360,
4_I15-102_2015I15_1_1_4__10_B__,21:30:00,22:00:00,660,
4_I15-102_2015I15_2_1_4__10_B__,21:30:00,22:00:00,660,
4_I15-102_2015I15_1_1_4__10_B__,22:00:00,23:00:00,600,
4_I15-102_2015I15_2_1_4__10_B__,22:00:00,23:00:00,600,
4_I15-102_2015I15_1_1_4__10_B__,23:00:00,26:00:00,900,
4_I15-102_2015I15_2_1_4__10_B__,23:00:00,26:00:00,900,
4_I12-011_2015I12_1_1_4__11___,06:05:00,22:00:00,450,
4_I12-011_2015I12_2_1_4__11___,06:05:00,22:00:00,450,
4_I12-011_2015I12_1_1_4__11___,22:00:00,23:00:00,600,
4_I12-011_2015I12_2_1_4__11___,22:00:00,23:00:00,600,
4_I12-011_2015I12_1_1_4__11___,23:00:00,26:00:00,900,
4_I12-011_2015I12_2_1_4__11___,23:00:00,26:00:00,900,
4_I13-011_2015I13_1_1_4__11___,06:05:00,22:00:00,450,
4_I13-011_2015I13_2_1_4__11___,06:05:00,22:00:00,450,
4_I13-011_2015I13_1_1_4__11___,22:00:00,23:00:00,600,
4_I13-011_2015I13_2_1_4__11___,22:00:00,23:00:00,600,
4_I13-011_2015I13_1_1_4__11___,23:00:00,26:00:00,900,
4_I13-011_2015I13_2_1_4__11___,23:00:00,26:00:00,900,
4_I14-011_2015I14_1_1_4__11___,06:05:00,07:00:00,630,
4_I14-011_2015I14_2_1_4__11___,06:05:00,07:00:00,630,
4_I14-011_2015I14_1_1_4__11___,07:00:00,07:30:00,390,
4_I14-011_2015I14_2_1_4__11___,07:00:00,07:30:00,390,
4_I14-011_2015I14_1_1_4__11___,07:30:00,09:30:00,360,
4_I14-011_2015I14_2_1_4__11___,07:30:00,09:30:00,360,
4_I14-011_2015I14_1_1_4__11___,09:30:00,10:00:00,480,
4_I14-011_2015I14_2_1_4__11___,09:30:00,10:00:00,480,
4_I14-011_2015I14_1_1_4__11___,10:00:00,22:00:00,450,
4_I14-011_2015I14_2_1_4__11___,10:00:00,22:00:00,450,
4_I14-011_2015I14_1_1_4__11___,22:00:00,23:00:00,600,
4_I14-011_2015I14_2_1_4__11___,22:00:00,23:00:00,600,
4_I14-011_2015I14_1_1_4__11___,23:00:00,26:00:00,900,
4_I14-011_2015I14_2_1_4__11___,23:00:00,26:00:00,900,
4_I15-011_2015I15_1_1_4__11___,06:05:00,07:00:00,630,
4_I15-011_2015I15_2_1_4__11___,06:05:00,07:00:00,630,
4_I15-011_2015I15_1_1_4__11___,07:00:00,07:30:00,390,
4_I15-011_2015I15_2_1_4__11___,07:00:00,07:30:00,390,
4_I15-011_2015I15_1_1_4__11___,07:30:00,09:30:00,360,
4_I15-011_2015I15_2_1_4__11___,07:30:00,09:30:00,360,
4_I15-011_2015I15_1_1_4__11___,09:30:00,10:00:00,480,
4_I15-011_2015I15_2_1_4__11___,09:30:00,10:00:00,480,
4_I15-011_2015I15_1_1_4__11___,10:00:00,22:00:00,450,
4_I15-011_2015I15_2_1_4__11___,10:00:00,22:00:00,450,
4_I15-011_2015I15_1_1_4__11___,22:00:00,23:00:00,600,
4_I15-011_2015I15_2_1_4__11___,22:00:00,23:00:00,600,
4_I15-011_2015I15_1_1_4__11___,23:00:00,26:00:00,900,
4_I15-011_2015I15_2_1_4__11___,23:00:00,26:00:00,900,
4_I12-121_2015I12_1_1_4__12_1__,06:05:00,22:00:00,450,
4_I12-121_2015I12_1_1_4__12_1__,22:00:00,23:00:00,600,
4_I12-121_2015I12_1_1_4__12_1__,23:00:00,26:00:00,900,
4_I13-121_2015I13_1_1_4__12_1__,06:05:00,22:00:00,450,
4_I13-121_2015I13_1_1_4__12_1__,22:00:00,23:00:00,600,
4_I13-121_2015I13_1_1_4__12_1__,23:00:00,26:00:00,900,
4_I14-121_2015I14_1_1_4__12_1__,06:05:00,07:00:00,510,
4_I14-121_2015I14_1_1_4__12_1__,07:00:00,09:30:00,390,
4_I14-121_2015I14_1_1_4__12_1__,09:30:00,10:00:00,480,
4_I14-121_2015I14_1_1_4__12_1__,10:00:00,22:00:00,450,
4_I14-121_2015I14_1_1_4__12_1__,22:00:00,23:00:00,600,
4_I14-121_2015I14_1_1_4__12_1__,23:00:00,26:00:00,900,
4_I15-121_2015I15_1_1_4__12_1__,06:05:00,07:00:00,510,
4_I15-121_2015I15_1_1_4__12_1__,07:00:00,09:30:00,390,
4_I15-121_2015I15_1_1_4__12_1__,09:30:00,10:00:00,480,
4_I15-121_2015I15_1_1_4__12_1__,10:00:00,22:00:00,450,
4_I15-121_2015I15_1_1_4__12_1__,22:00:00,23:00:00,600,
4_I15-121_2015I15_1_1_4__12_1__,23:00:00,26:00:00,900,
4_I12-122_2015I12_1_1_4__12_2__,06:05:00,22:00:00,450,
4_I12-122_2015I12_1_1_4__12_2__,22:00:00,23:00:00,600,
4_I12-122_2015I12_1_1_4__12_2__,23:00:00,26:00:00,900,
4_I13-122_2015I13_1_1_4__12_2__,06:05:00,22:00:00,450,
4_I13-122_2015I13_1_1_4__12_2__,22:00:00,23:00:00,600,
4_I13-122_2015I13_1_1_4__12_2__,23:00:00,26:00:00,900,
4_I14-122_2015I14_1_1_4__12_2__,06:05:00,07:00:00,510,
4_I14-122_2015I14_1_1_4__12_2__,07:00:00,09:30:00,390,
4_I14-122_2015I14_1_1_4__12_2__,09:30:00,10:00:00,480,
4_I14-122_2015I14_1_1_4__12_2__,10:00:00,22:00:00,450,
4_I14-122_2015I14_1_1_4__12_2__,22:00:00,23:00:00,600,
4_I14-122_2015I14_1_1_4__12_2__,23:00:00,26:00:00,900,
4_I15-122_2015I15_1_1_4__12_2__,06:05:00,07:00:00,510,
4_I15-122_2015I15_1_1_4__12_2__,07:00:00,09:30:00,390,
4_I15-122_2015I15_1_1_4__12_2__,09:30:00,10:00:00,480,
4_I15-122_2015I15_1_1_4__12_2__,10:00:00,22:00:00,450,
4_I15-122_2015I15_1_1_4__12_2__,22:00:00,23:00:00,600,
4_I15-122_2015I15_1_1_4__12_2__,23:00:00,26:00:00,900,
4_I12-ROP_2015I12_1_1_4__R___,06:05:00,21:30:00,510,
4_I12-ROP_2015I12_2_1_4__R___,06:05:00,21:30:00,510,
4_I12-ROP_2015I12_1_1_4__R___,21:30:00,22:00:00,660,
4_I12-ROP_2015I12_2_1_4__R___,21:30:00,22:00:00,660,
4_I12-ROP_2015I12_1_1_4__R___,22:00:00,23:00:00,600,
4_I12-ROP_2015I12_2_1_4__R___,22:00:00,23:00:00,600,
4_I12-ROP_2015I12_1_1_4__R___,23:00:00,26:00:00,900,
4_I12-ROP_2015I12_2_1_4__R___,23:00:00,26:00:00,900,
4_I13-ROP_2015I13_1_1_4__R___,06:05:00,21:30:00,510,
4_I13-ROP_2015I13_2_1_4__R___,06:05:00,21:30:00,510,
4_I13-ROP_2015I13_1_1_4__R___,21:30:00,22:00:00,660,
4_I13-ROP_2015I13_2_1_4__R___,21:30:00,22:00:00,660,
4_I13-ROP_2015I13_1_1_4__R___,22:00:00,23:00:00,600,
4_I13-ROP_2015I13_2_1_4__R___,22:00:00,23:00:00,600,
4_I13-ROP_2015I13_1_1_4__R___,23:00:00,26:00:00,900,
4_I13-ROP_2015I13_2_1_4__R___,23:00:00,26:00:00,900,
4_I14-ROP_2015I14_1_1_4__R___,06:05:00,21:30:00,330,
4_I14-ROP_2015I14_2_1_4__R___,06:05:00,21:30:00,330,
4_I14-ROP_2015I14_1_1_4__R___,21:30:00,22:00:00,660,
4_I14-ROP_2015I14_2_1_4__R___,21:30:00,22:00:00,660,
4_I14-ROP_2015I14_1_1_4__R___,22:00:00,23:00:00,600,
4_I14-ROP_2015I14_2_1_4__R___,22:00:00,23:00:00,600,
4_I14-ROP_2015I14_1_1_4__R___,23:00:00,26:00:00,900,
4_I14-ROP_2015I14_2_1_4__R___,23:00:00,26:00:00,900,
4_I15-ROP_2015I15_1_1_4__R___,06:05:00,21:30:00,330,
4_I15-ROP_2015I15_2_1_4__R___,06:05:00,21:30:00,330,
4_I15-ROP_2015I15_1_1_4__R___,21:30:00,22:00:00,660,
4_I15-ROP_2015I15_2_1_4__R___,21:30:00,22:00:00,660,
4_I15-ROP_2015I15_1_1_4__R___,22:00:00,23:00:00,600,
4_I15-ROP_2015I15_2_1_4__R___,22:00:00,23:00:00,600,
4_I15-ROP_2015I15_1_1_4__R___,23:00:00,26:00:00,900,
4_I15-ROP_2015I15_2_1_4__R___,23:00:00,26:00:00,900,
